2442761	  958.5	  556.3	  607.0	  954.9	  546.6	  617.0	.....
2442762	  958.7	  556.6	  607.0	  955.0	  545.8	  617.0	.....
2442763	  958.9	  556.9	  606.0	  955.1	  545.1	  616.0	.....
2442764	  959.1	  557.3	  606.0	  955.0	  545.2	  615.0	.....
2442765	  959.1	  557.6	  605.0	  954.9	  545.9	  614.0	.....
2442766	  959.0	  557.6	  605.0	  954.6	  546.6	  614.0	.....
2442767	  958.6	  557.6	  605.0	  954.3	  546.7	  614.0	.....
2442768	  958.2	  557.5	  605.0	  954.1	  547.1	  614.0	.....
2442769	  957.9	  557.5	  605.0	  954.2	  547.5	  613.0	.....
2442770	  957.8	  557.6	  605.0	  954.2	  548.0	  615.0	.....
2442771	  958.0	  557.7	  605.0	  954.1	  547.8	  616.0	.....
2442772	  957.9	  557.6	  604.0	  954.0	  547.6	  618.0	.....
2442773	  957.8	  557.5	  605.0	  953.8	  547.4	  618.0	.....
2442774	  957.6	  557.7	  605.0	  953.7	  547.5	  617.0	.....
2442775	  957.6	  557.8	  606.0	  953.6	  547.2	  617.0	.....
2442776	  957.7	  558.0	  606.0	  953.6	  546.8	  617.0	.....
2442777	  958.0	  557.9	  607.0	  953.6	  546.0	  616.0	.....
2442778	  958.2	  558.0	  607.0	  953.6	  545.7	  616.0	.....
2442779	  958.2	  558.4	  605.0	  954.1	  545.4	  616.0	.....
2442780	  958.3	  558.7	  603.0	  954.5	  545.5	  616.0	.....
2442781	  958.2	  559.0	  602.0	  955.0	  545.4	  616.0	.....
2442782	  958.2	  558.5	  602.0	  954.9	  545.3	  616.0	.....
2442783	  958.1	  558.1	  601.0	  954.5	  545.8	  615.0	.....
2442784	  958.0	  558.0	  600.0	  954.0	  546.3	  614.0	.....
2442785	  958.1	  558.7	  600.0	  953.5	  546.9	  613.0	.....
2442786	  958.3	  559.4	  602.0	  953.3	  546.8	  613.0	.....
2442787	  958.4	  559.2	  603.0	  953.0	  547.2	  613.0	.....
2442788	  958.4	  558.8	  604.0	  952.7	  547.5	  614.0	.....
2442789	  958.5	  558.3	  603.0	  952.7	  548.5	  615.0	.....
2442790	  959.0	  558.4	  603.0	  953.2	  549.4	  617.0	.....
2442791	  959.5	  558.8	  603.0	  954.2	  550.4	  617.0	.....
2442792	  960.4	  559.2	  603.0	  955.6	  550.6	  616.0	.....
EFIX R   2442372	2442792	421	  955.6	  547.8	    614
SSACC R  2442793
2442793	  961.9	  558.7	  605.0	  957.3	  550.8	  616.0	.....
2442794	  963.3	  557.8	  606.0	  958.5	  550.8	  618.0	.....
2442795	  964.3	  556.5	  607.0	  960.7	  550.7	  620.0	.....
2442796	  964.5	  556.0	  607.0	  962.5	  550.4	  623.0	.....
2442797	  965.6	  555.6	  607.0	  964.2	  550.2	  622.0	.....
2442798	  966.6	  555.7	  608.0	  964.9	  549.9	  622.0	.....
ESACC R  2442793	2442798	6	  957.3	  550.8	  964.9	  549.9	   0.20	     39
SFIX R   2442799
2442799	  967.6	  555.9	  609.0	  966.3	  549.6	  622.0	.....
2442800	  967.7	  556.1	  610.0	  967.8	  549.9	  622.0	.....
2442801	  967.7	  556.3	  611.0	  969.0	  550.4	  623.0	.....
2442802	  967.5	  556.3	  611.0	  969.7	  550.9	  624.0	.....
2442803	  967.1	  556.0	  611.0	  970.0	  550.5	  625.0	.....
2442804	  966.8	  555.7	  611.0	  969.8	  550.2	  624.0	.....
2442805	  966.7	  555.0	  611.0	  969.7	  549.8	  622.0	.....
2442806	  966.9	  554.7	  610.0	  969.7	  549.4	  620.0	.....
MSG	2442812 stop_trial
